Zeit (s) Messreihe_Kern1_5_100_R;Spannung, Ch A (V) Messreihe_Kern1_5_100_R;Spannung, Ch B (V) Messreihe_Kern1_5_100_R;Zeit (s) Messreihe_Kern1_6_100_R;Spannung, Ch A (V) Messreihe_Kern1_6_100_R;Spannung, Ch B (V) Messreihe_Kern1_6_100_R;Zeit (s) Messreihe_Kern1_7_100_R_80;Spannung, Ch A (V) Messreihe_Kern1_7_100_R_80;Spannung, Ch B (V) Messreihe_Kern1_7_100_R_80;Zeit (s) Messreihe_Kern2_8_100_R;Spannung, Ch A (V) Messreihe_Kern2_8_100_R;Spannung, Ch B (V) Messreihe_Kern2_8_100_R;Zeit (s) Messreihe_Kern3_9_100;Spannung, Ch A (V) Messreihe_Kern3_9_100;Spannung, Ch B (V) Messreihe_Kern3_9_100;Zeit (s) Messreihe_Kern3_10_100;Spannung, Ch A (V) Messreihe_Kern3_10_100;Spannung, Ch B (V) Messreihe_Kern3_10_100;Zeit (s) Messreihe_Kern3_11_100;Spannung, Ch A (V) Messreihe_Kern3_11_100;Spannung, Ch B (V) Messreihe_Kern3_11_100;Zeit (s) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch A (V) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch B (V) Messreihe_Kern3_12_100_schleife_Muell;Zeit (s) Messreihe_Kern3_13_100_schleife;Spannung, Ch A (V) Messreihe_Kern3_13_100_schleife;Spannung, Ch B (V) Messreihe_Kern3_13_100_schleife;Zeit (s) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch A (V) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch B (V) Messreihe_Kern3_14_100_spirale_Muell;Zeit (s) Messreihe_Kern3_15_100_spirale;Spannung, Ch A (V) Messreihe_Kern3_15_100_spirale;Spannung, Ch B (V) Messreihe_Kern3_15_100_spirale;Zeit (s) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch A (V) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch B (V) Messreihe_Kern4_16_100_R_Muell;Zeit (s) Messreihe_Kern4_17_2_R;Spannung, Ch A (V) Messreihe_Kern4_17_2_R;Spannung, Ch B (V) Messreihe_Kern4_17_2_R;Zeit (s) Messreihe_Kern4_18_2_R;Spannung, Ch A (V) Messreihe_Kern4_18_2_R;Spannung, Ch B (V) Messreihe_Kern4_18_2_R
;;;65,350;8,762;-0,004;;;;;;;;;;65,350;0,156;0,254;65,350;0,342;0,125;65,350;0,899;0,017;65,350;-0,079;0,738;65,350;0,470;0,057;65,350;-0,039;0,407;;;;;;;;;
;;;65,375;8,761;-0,004;;;;;;;;;;65,375;0,158;0,253;65,375;0,348;0,122;65,375;0,901;0,016;65,375;-0,078;0,738;65,375;0,465;0,058;65,375;-0,040;0,410;;;;;;;;;
;;;65,400;8,761;-0,004;;;;;;;;;;65,400;0,159;0,250;65,400;0,353;0,120;65,400;0,903;0,016;65,400;-0,076;0,735;65,400;0,461;0,058;65,400;-0,040;0,412;;;;;;;;;
;;;65,425;8,762;-0,003;;;;;;;;;;65,425;0,161;0,248;65,425;0,358;0,119;65,425;0,905;0,016;65,425;-0,075;0,733;65,425;0,457;0,058;65,425;-0,041;0,415;;;;;;;;;
;;;65,450;8,761;-0,005;;;;;;;;;;65,450;0,163;0,246;65,450;0,363;0,117;65,450;0,906;0,016;65,450;-0,073;0,734;65,450;0,452;0,060;65,450;-0,042;0,419;;;;;;;;;
;;;65,475;8,761;-0,004;;;;;;;;;;65,475;0,165;0,245;65,475;0,368;0,114;65,475;0,907;0,015;65,475;-0,071;0,733;65,475;0,447;0,061;65,475;-0,042;0,422;;;;;;;;;
;;;65,500;8,761;-0,004;;;;;;;;;;65,500;0,167;0,242;65,500;0,373;0,112;65,500;0,907;0,015;65,500;-0,070;0,731;65,500;0,442;0,061;65,500;-0,043;0,424;;;;;;;;;
;;;65,525;8,761;-0,003;;;;;;;;;;65,525;0,169;0,239;65,525;0,377;0,111;65,525;0,907;0,017;65,525;-0,069;0,730;65,525;0,438;0,062;65,525;-0,044;0,428;;;;;;;;;
;;;65,550;8,761;-0,004;;;;;;;;;;65,550;0,171;0,238;65,550;0,382;0,110;65,550;0,908;0,017;65,550;-0,068;0,729;65,550;0,435;0,064;65,550;-0,045;0,432;;;;;;;;;
;;;65,575;8,762;-0,004;;;;;;;;;;65,575;0,173;0,237;65,575;0,386;0,107;65,575;0,907;0,015;65,575;-0,066;0,729;65,575;0,432;0,064;65,575;-0,046;0,436;;;;;;;;;
;;;65,600;8,763;-0,004;;;;;;;;;;65,600;0,175;0,234;65,600;0,390;0,104;65,600;0,908;0,015;65,600;-0,065;0,727;65,600;0,430;0,064;65,600;-0,047;0,438;;;;;;;;;
;;;65,625;8,764;-0,003;;;;;;;;;;65,625;0,177;0,232;65,625;0,394;0,104;65,625;0,910;0,016;65,625;-0,064;0,726;65,625;0,427;0,064;65,625;-0,048;0,443;;;;;;;;;
;;;65,650;8,772;-0,004;;;;;;;;;;65,650;0,179;0,230;65,650;0,398;0,103;65,650;0,911;0,016;65,650;-0,062;0,726;65,650;0,425;0,066;65,650;-0,049;0,448;;;;;;;;;
;;;65,675;8,774;-0,004;;;;;;;;;;65,675;0,181;0,230;65,675;0,401;0,101;65,675;0,914;0,015;65,675;-0,061;0,725;65,675;0,422;0,066;65,675;-0,050;0,453;;;;;;;;;
;;;65,700;8,773;-0,004;;;;;;;;;;65,700;0,182;0,227;65,700;0,403;0,100;65,700;0,917;0,014;65,700;-0,060;0,723;65,700;0,420;0,066;65,700;-0,051;0,456;;;;;;;;;
;;;65,725;8,775;-0,003;;;;;;;;;;65,725;0,184;0,224;65,725;0,406;0,100;65,725;0,920;0,015;65,725;-0,059;0,722;65,725;0,419;0,067;65,725;-0,053;0,461;;;;;;;;;
;;;65,750;8,777;-0,004;;;;;;;;;;65,750;0,185;0,223;65,750;0,407;0,100;65,750;0,925;0,014;65,750;-0,058;0,722;65,750;0,417;0,068;65,750;-0,054;0,468;;;;;;;;;
;;;65,775;8,782;-0,004;;;;;;;;;;65,775;0,187;0,223;65,775;0,409;0,098;65,775;0,929;0,013;65,775;-0,057;0,722;65,775;0,414;0,068;65,775;-0,055;0,472;;;;;;;;;
;;;65,800;8,815;-0,003;;;;;;;;;;65,800;0,188;0,221;65,800;0,410;0,097;65,800;0,934;0,013;65,800;-0,056;0,720;65,800;0,412;0,067;65,800;-0,057;0,476;;;;;;;;;
;;;65,825;8,835;-0,003;;;;;;;;;;65,825;0,190;0,219;65,825;0,411;0,097;65,825;0,938;0,013;65,825;-0,055;0,720;65,825;0,412;0,068;65,825;-0,058;0,481;;;;;;;;;
;;;65,850;8,844;-0,004;;;;;;;;;;65,850;0,191;0,219;65,850;0,413;0,097;65,850;0,943;0,013;65,850;-0,054;0,720;65,850;0,410;0,070;65,850;-0,059;0,487;;;;;;;;;
;;;65,875;8,846;-0,004;;;;;;;;;;65,875;0,191;0,218;65,875;0,414;0,095;65,875;0,949;0,012;65,875;-0,054;0,719;65,875;0,409;0,069;65,875;-0,061;0,492;;;;;;;;;
;;;65,900;8,858;-0,003;;;;;;;;;;65,900;0,193;0,216;65,900;0,415;0,095;65,900;0,954;0,011;65,900;-0,053;0,718;65,900;0,408;0,068;65,900;-0,062;0,497;;;;;;;;;
;;;65,925;8,879;-0,002;;;;;;;;;;65,925;0,195;0,213;65,925;0,416;0,096;65,925;0,957;0,012;65,925;-0,051;0,717;65,925;0,407;0,069;65,925;-0,063;0,502;;;;;;;;;
;;;65,950;8,905;-0,003;;;;;;;;;;65,950;0,196;0,213;65,950;0,417;0,096;65,950;0,958;0,012;65,950;-0,051;0,717;65,950;0,406;0,071;65,950;-0,065;0,509;;;;;;;;;
;;;65,975;8,923;-0,003;;;;;;;;;;65,975;0,198;0,213;65,975;0,418;0,094;65,975;0,959;0,011;65,975;-0,049;0,717;65,975;0,405;0,070;65,975;-0,066;0,514;;;;;;;;;
;;;66,000;8,935;-0,002;;;;;;;;;;66,000;0,199;0,211;66,000;0,419;0,094;66,000;0,959;0,011;66,000;-0,048;0,714;66,000;0,403;0,070;66,000;-0,068;0,519;;;;;;;;;
;;;66,025;8,950;-0,002;;;;;;;;;;66,025;0,201;0,209;66,025;0,420;0,095;66,025;0,959;0,012;66,025;-0,046;0,713;66,025;0,400;0,070;66,025;-0,070;0,524;;;;;;;;;
;;;66,050;8,991;-0,003;;;;;;;;;;66,050;0,202;0,208;66,050;0,420;0,095;66,050;0,959;0,011;66,050;-0,046;0,713;66,050;0,395;0,072;66,050;-0,072;0,531;;;;;;;;;
;;;66,075;9,046;-0,002;;;;;;;;;;66,075;0,204;0,208;66,075;0,421;0,093;66,075;0,959;0,010;66,075;-0,044;0,713;66,075;0,389;0,073;66,075;-0,074;0,537;;;;;;;;;
;;;66,100;9,085;-0,001;;;;;;;;;;66,100;0,206;0,205;66,100;0,421;0,093;66,100;0,959;0,011;66,100;-0,043;0,710;66,100;0,383;0,073;66,100;-0,076;0,542;;;;;;;;;
;;;66,125;9,115;-0,001;;;;;;;;;;66,125;0,208;0,203;66,125;0,422;0,094;66,125;0,960;0,012;66,125;-0,042;0,709;66,125;0,379;0,074;66,125;-0,078;0,548;;;;;;;;;
;;;66,150;9,159;-0,002;;;;;;;;;;66,150;0,210;0,203;66,150;0,422;0,094;66,150;0,960;0,012;66,150;-0,040;0,709;66,150;0,376;0,077;66,150;-0,080;0,556;;;;;;;;;
;;;66,175;9,196;-0,001;;;;;;;;;;66,175;0,212;0,202;66,175;0,422;0,093;66,175;0,960;0,011;66,175;-0,038;0,708;66,175;0,373;0,078;66,175;-0,082;0,561;;;;;;;;;
;;;66,200;9,223;-2,590E-4;;;;;;;;;;66,200;0,214;0,200;66,200;0,422;0,092;66,200;0,960;0,011;66,200;-0,036;0,706;66,200;0,370;0,077;66,200;-0,084;0,567;;;;;;;;;
;;;66,225;9,255;-3,442E-5;;;;;;;;;;66,225;0,217;0,197;66,225;0,423;0,093;66,225;0,959;0,012;66,225;-0,035;0,704;66,225;0,368;0,078;66,225;-0,086;0,572;;;;;;;;;
;;;66,250;9,288;-4,080E-4;;;;;;;;;;66,250;0,219;0,197;66,250;0,423;0,094;66,250;0,960;0,012;66,250;-0,033;0,703;66,250;0,365;0,080;66,250;-0,088;0,579;;;;;;;;;
;;;66,275;9,311;-7,058E-4;;;;;;;;;;66,275;0,220;0,196;66,275;0,424;0,092;66,275;0,959;0,010;66,275;-0,031;0,703;66,275;0,362;0,081;66,275;-0,090;0,585;;;;;;;;;
;;;66,300;9,333;6,833E-4;;;;;;;;;;66,300;0,222;0,193;66,300;0,427;0,092;66,300;0,959;0,011;66,300;-0,029;0,700;66,300;0,359;0,080;66,300;-0,091;0,589;;;;;;;;;
;;;66,325;9,364;0,001;;;;;;;;;;66,325;0,224;0,191;66,325;0,430;0,092;66,325;0,959;0,012;66,325;-0,028;0,698;66,325;0,357;0,082;66,325;-0,093;0,595;;;;;;;;;
;;;66,350;9,400;1,243E-4;;;;;;;;;;66,350;0,225;0,191;66,350;0,435;0,091;66,350;0,961;0,012;66,350;-0,026;0,698;66,350;0,353;0,083;66,350;-0,095;0,601;;;;;;;;;
;;;66,375;9,438;5,051E-4;;;;;;;;;;66,375;0,226;0,191;66,375;0,440;0,088;66,375;0,963;0,010;66,375;-0,025;0,696;66,375;0,349;0,085;66,375;-0,097;0,606;;;;;;;;;
;;;66,400;9,469;0,001;;;;;;;;;;66,400;0,227;0,189;66,400;0,444;0,087;66,400;0,966;0,010;66,400;-0,023;0,693;66,400;0,346;0,084;66,400;-0,099;0,610;;;;;;;;;
;;;66,425;9,495;0,002;;;;;;;;;;66,425;0,228;0,187;66,425;0,449;0,087;66,425;0,969;0,011;66,425;-0,021;0,691;66,425;0,343;0,085;66,425;-0,100;0,615;;;;;;;;;
;;;66,450;9,511;0,001;;;;;;;;;;66,450;0,229;0,187;66,450;0,453;0,085;66,450;0,972;0,011;66,450;-0,020;0,690;66,450;0,340;0,087;66,450;-0,102;0,621;;;;;;;;;
;;;66,475;9,518;7,249E-4;;;;;;;;;;66,475;0,230;0,188;66,475;0,457;0,084;66,475;0,975;0,009;66,475;-0,019;0,689;66,475;0,338;0,088;66,475;-0,104;0,625;;;;;;;;;
;;;66,500;9,541;0,002;;;;;;;;;;66,500;0,231;0,186;66,500;0,459;0,082;66,500;0,978;0,009;66,500;-0,017;0,687;66,500;0,335;0,087;66,500;-0,105;0,629;;;;;;;;;
;;;66,525;9,564;0,002;;;;;;;;;;66,525;0,231;0,184;66,525;0,462;0,082;66,525;0,980;0,010;66,525;-0,017;0,685;66,525;0,333;0,088;66,525;-0,107;0,633;;;;;;;;;
;;;66,550;9,591;0,002;;;;;;;;;;66,550;0,232;0,185;66,550;0,464;0,082;66,550;0,983;0,010;66,550;-0,016;0,684;66,550;0,332;0,090;66,550;-0,109;0,638;;;;;;;;;
;;;66,575;9,643;0,002;;;;;;;;;;66,575;0,233;0,185;66,575;0,466;0,080;66,575;0,986;0,008;66,575;-0,015;0,683;66,575;0,330;0,090;66,575;-0,111;0,642;;;;;;;;;
;;;66,600;9,703;0,003;;;;;;;;;;66,600;0,233;0,184;66,600;0,467;0,079;66,600;0,989;0,008;66,600;-0,014;0,681;66,600;0,327;0,090;66,600;-0,113;0,645;;;;;;;;;
;;;66,625;9,739;0,003;;;;;;;;;;66,625;0,234;0,182;66,625;0,468;0,080;66,625;0,992;0,009;66,625;-0,013;0,680;66,625;0,324;0,091;66,625;-0,114;0,649;;;;;;;;;
;;;66,650;9,757;0,003;;;;;;;;;;66,650;0,235;0,182;66,650;0,469;0,080;66,650;0,995;0,009;66,650;-0,012;0,680;66,650;0,320;0,093;66,650;-0,116;0,654;;;;;;;;;
;;;66,675;9,780;0,003;;;;;;;;;;66,675;0,236;0,183;66,675;0,470;0,079;66,675;0,999;0,007;66,675;-0,011;0,679;66,675;0,317;0,094;66,675;-0,117;0,657;;;;;;;;;
;;;66,700;9,829;0,004;;;;;;;;;;66,700;0,237;0,182;66,700;0,470;0,079;66,700;1,003;0,008;66,700;-0,011;0,677;66,700;0,313;0,095;66,700;-0,120;0,659;;;;;;;;;
;;;66,725;9,878;0,004;;;;;;;;;;66,725;0,239;0,180;66,725;0,470;0,079;66,725;1,005;0,008;66,725;-0,010;0,676;66,725;0,309;0,096;66,725;-0,121;0,663;;;;;;;;;
;;;66,750;9,900;0,003;;;;;;;;;;66,750;0,240;0,180;66,750;0,471;0,079;66,750;1,008;0,008;66,750;-0,010;0,676;66,750;0,306;0,098;66,750;-0,124;0,668;;;;;;;;;
;;;66,775;9,911;0,004;;;;;;;;;;66,775;0,241;0,180;66,775;0,474;0,078;66,775;1,011;0,007;66,775;-0,009;0,675;66,775;0,303;0,099;66,775;-0,126;0,672;;;;;;;;;
;;;66,800;9,912;0,005;;;;;;;;;;66,800;0,243;0,178;66,800;0,477;0,077;66,800;1,015;0,007;66,800;-0,009;0,673;66,800;0,301;0,099;66,800;-0,128;0,674;;;;;;;;;
;;;66,825;9,913;0,005;;;;;;;;;;66,825;0,244;0,176;66,825;0,481;0,077;66,825;1,017;0,007;66,825;-0,008;0,672;66,825;0,298;0,100;66,825;-0,131;0,678;;;;;;;;;
;;;66,850;9,913;0,004;;;;;;;;;;66,850;0,246;0,176;66,850;0,486;0,077;66,850;1,020;0,007;66,850;-0,008;0,672;66,850;0,296;0,101;66,850;-0,133;0,682;;;;;;;;;
;;;66,875;9,912;0,003;;;;;;;;;;66,875;0,248;0,176;66,875;0,491;0,075;66,875;1,022;0,006;66,875;-0,007;0,672;66,875;0,294;0,102;66,875;-0,135;0,685;;;;;;;;;
;;;66,900;9,912;0,005;;;;;;;;;;66,900;0,249;0,174;66,900;0,496;0,073;66,900;1,023;0,006;66,900;-0,007;0,670;66,900;0,292;0,102;66,900;-0,136;0,687;;;;;;;;;
;;;66,925;9,913;0,004;;;;;;;;;;66,925;0,250;0,172;66,925;0,501;0,073;66,925;1,025;0,007;66,925;-0,006;0,669;66,925;0,290;0,103;66,925;-0,138;0,690;;;;;;;;;
;;;66,950;9,913;0,004;;;;;;;;;;66,950;0,252;0,172;66,950;0,506;0,072;66,950;1,027;0,007;66,950;-0,006;0,670;66,950;0,286;0,105;66,950;-0,140;0,693;;;;;;;;;
;;;66,975;9,913;0,004;;;;;;;;;;66,975;0,253;0,172;66,975;0,510;0,069;66,975;1,027;0,005;66,975;-0,006;0,670;66,975;0,284;0,106;66,975;-0,141;0,697;;;;;;;;;
;;;67,000;9,912;0,005;;;;;;;;;;67,000;0,255;0,170;67,000;0,515;0,068;67,000;1,028;0,005;67,000;-0,005;0,668;67,000;0,282;0,106;67,000;-0,144;0,697;;;;;;;;;
;;;67,025;9,913;0,005;;;;;;;;;;67,025;0,256;0,168;67,025;0,520;0,068;67,025;1,029;0,006;67,025;-0,005;0,667;67,025;0,280;0,107;67,025;-0,145;0,700;;;;;;;;;
;;;67,050;9,913;0,004;;;;;;;;;;67,050;0,259;0,169;67,050;0,524;0,068;67,050;1,032;0,006;67,050;-0,005;0,668;67,050;0,277;0,108;67,050;-0,146;0,703;;;;;;;;;
;;;67,075;9,912;0,003;;;;;;;;;;67,075;0,260;0,168;67,075;0,527;0,065;67,075;1,034;0,005;67,075;-0,004;0,668;67,075;0,275;0,109;67,075;-0,148;0,705;;;;;;;;;
;;;67,100;9,912;0,004;;;;;;;;;;67,100;0,262;0,167;67,100;0,531;0,064;67,100;1,035;0,005;67,100;-0,004;0,666;67,100;0,274;0,109;67,100;-0,149;0,706;;;;;;;;;
;;;67,125;9,912;0,005;;;;;;;;;;67,125;0,263;0,165;67,125;0,535;0,065;67,125;1,037;0,006;67,125;-0,004;0,665;67,125;0,272;0,110;67,125;-0,151;0,708;;;;;;;;;
;;;67,150;9,913;0,004;;;;;;;;;;67,150;0,265;0,164;67,150;0,539;0,064;67,150;1,041;0,006;67,150;-0,004;0,666;67,150;0,271;0,112;67,150;-0,152;0,711;;;;;;;;;
;;;67,175;9,913;0,004;;;;;;;;;;67,175;0,267;0,164;67,175;0,544;0,063;67,175;1,044;0,004;67,175;-0,003;0,666;67,175;0,270;0,112;67,175;-0,153;0,713;;;;;;;;;
;;;67,200;9,916;0,004;;;;;;;;;;67,200;0,269;0,162;67,200;0,547;0,061;67,200;1,046;0,004;67,200;-0,003;0,664;67,200;0,269;0,111;67,200;-0,155;0,713;;;;;;;;;
;;;67,225;9,928;0,005;;;;;;;;;;67,225;0,271;0,160;67,225;0,551;0,062;67,225;1,048;0,006;67,225;-0,003;0,664;67,225;0,268;0,112;67,225;-0,156;0,715;;;;;;;;;
;;;67,250;9,933;0,004;;;;;;;;;;67,250;0,273;0,159;67,250;0,554;0,061;67,250;1,049;0,005;67,250;-0,003;0,664;67,250;0,268;0,113;67,250;-0,157;0,717;;;;;;;;;
;;;67,275;9,937;0,004;;;;;;;;;;67,275;0,275;0,159;67,275;0,558;0,059;67,275;1,050;0,004;67,275;-0,002;0,665;67,275;0,266;0,114;67,275;-0,158;0,718;;;;;;;;;
;;;67,300;9,952;0,005;;;;;;;;;;67,300;0,277;0,157;67,300;0,560;0,059;67,300;1,051;0,004;67,300;-0,002;0,663;67,300;0,264;0,113;67,300;-0,159;0,719;;;;;;;;;
;;;67,325;9,981;0,005;;;;;;;;;;67,325;0,278;0,156;67,325;0,561;0,059;67,325;1,050;0,005;67,325;-0,002;0,663;67,325;0,261;0,114;67,325;-0,160;0,720;;;;;;;;;
;;;67,350;9,993;0,005;;;;;;;;;;67,350;0,279;0,155;67,350;0,563;0,059;67,350;1,051;0,005;67,350;-0,002;0,664;67,350;0,256;0,116;67,350;-0,161;0,722;;;;;;;;;
;;;67,375;9,993;0,004;;;;;;;;;;67,375;0,281;0,156;67,375;0,563;0,058;67,375;1,051;0,004;67,375;-0,002;0,663;67,375;0,253;0,119;67,375;-0,162;0,723;;;;;;;;;
;;;67,400;9,993;0,005;;;;;;;;;;67,400;0,282;0,154;67,400;0,564;0,057;67,400;1,052;0,004;67,400;-0,001;0,662;67,400;0,250;0,119;67,400;-0,163;0,723;;;;;;;;;
;;;67,425;9,993;0,005;;;;;;;;;;67,425;0,283;0,152;67,425;0,565;0,058;67,425;1,052;0,005;67,425;-0,002;0,661;67,425;0,247;0,119;67,425;-0,163;0,724;;;;;;;;;
;;;67,450;9,993;0,005;;;;;;;;;;67,450;0,284;0,152;67,450;0,565;0,059;67,450;1,052;0,005;67,450;-0,001;0,662;67,450;0,245;0,122;67,450;-0,164;0,726;;;;;;;;;
;;;67,475;9,993;0,005;;;;;;;;;;67,475;0,285;0,153;67,475;0,565;0,057;67,475;1,053;0,004;67,475;-0,001;0,662;67,475;0,242;0,123;67,475;-0,164;0,727;;;;;;;;;
;;;67,500;9,993;0,006;;;;;;;;;;67,500;0,285;0,151;67,500;0,566;0,057;67,500;1,053;0,003;67,500;-9,283E-4;0,661;67,500;0,239;0,123;67,500;-0,165;0,726;;;;;;;;;
;;;67,525;9,993;0,007;;;;;;;;;;67,525;0,286;0,150;67,525;0,566;0,058;67,525;1,054;0,005;67,525;-9,576E-4;0,660;67,525;0,236;0,125;67,525;-0,166;0,727;;;;;;;;;
;;;67,550;9,993;0,005;;;;;;;;;;67,550;0,286;0,151;67,550;0,566;0,058;67,550;1,057;0,005;67,550;-6,403E-4;0,661;67,550;0,233;0,128;67,550;-0,166;0,729;;;;;;;;;
;;;67,575;9,993;0,005;;;;;;;;;;67,575;0,287;0,151;67,575;0,566;0,057;67,575;1,061;0,003;67,575;-8,893E-4;0,661;67,575;0,230;0,129;67,575;-0,167;0,729;;;;;;;;;
;;;67,600;9,993;0,006;;;;;;;;;;67,600;0,288;0,150;67,600;0,566;0,057;67,600;1,065;0,003;67,600;-7,330E-4;0,660;67,600;0,226;0,129;67,600;-0,167;0,728;;;;;;;;;
;;;67,625;9,993;0,007;;;;;;;;;;67,625;0,288;0,149;67,625;0,567;0,058;67,625;1,066;0,004;67,625;0,001;0,659;67,625;0,223;0,131;67,625;-0,167;0,729;;;;;;;;;
;;;67,650;9,993;0,006;;;;;;;;;;67,650;0,288;0,149;67,650;0,567;0,058;67,650;1,066;0,004;67,650;0,001;0,660;67,650;0,219;0,134;67,650;-0,166;0,730;;;;;;;;;
;;;67,675;9,993;0,006;;;;;;;;;;67,675;0,289;0,150;67,675;0,567;0,057;67,675;1,066;0,003;67,675;0,002;0,660;67,675;0,215;0,135;67,675;-0,166;0,730;;;;;;;;;
;;;67,700;9,993;0,006;;;;;;;;;;67,700;0,289;0,149;67,700;0,567;0,057;67,700;1,066;0,003;67,700;0,001;0,657;67,700;0,212;0,136;67,700;-0,166;0,729;;;;;;;;;
;;;67,725;9,993;0,006;;;;;;;;;;67,725;0,289;0,148;67,725;0,568;0,058;67,725;1,066;0,004;67,725;0,002;0,657;67,725;0,207;0,138;67,725;-0,166;0,729;;;;;;;;;
;;;67,750;9,993;0,006;;;;;;;;;;67,750;0,290;0,149;67,750;0,569;0,058;67,750;1,066;0,004;67,750;0,001;0,657;67,750;0,204;0,141;67,750;-0,165;0,730;;;;;;;;;
;;;67,775;9,993;0,006;;;;;;;;;;67,775;0,291;0,149;67,775;0,569;0,057;67,775;1,066;0,003;67,775;0,002;0,658;67,775;0,200;0,143;67,775;-0,165;0,730;;;;;;;;;
;;;67,800;9,993;0,007;;;;;;;;;;67,800;0,292;0,148;67,800;0,569;0,056;67,800;1,066;0,002;67,800;0,002;0,657;67,800;0,197;0,143;67,800;-0,164;0,729;;;;;;;;;
;;;67,825;9,993;0,006;;;;;;;;;;67,825;0,292;0,146;67,825;0,572;0,057;67,825;1,066;0,004;67,825;0,002;0,656;67,825;0,194;0,145;67,825;-0,164;0,729;;;;;;;;;
;;;67,850;9,993;0,006;;;;;;;;;;67,850;0,294;0,147;67,850;0,576;0,057;67,850;1,066;0,004;67,850;0,002;0,657;67,850;0,191;0,148;67,850;-0,164;0,730;;;;;;;;;
;;;67,875;9,993;0,006;;;;;;;;;;67,875;0,295;0,147;67,875;0,580;0,055;67,875;1,066;0,003;67,875;0,002;0,657;67,875;0,186;0,149;67,875;-0,164;0,730;;;;;;;;;
;;;67,900;9,993;0,006;;;;;;;;;;67,900;0,296;0,146;67,900;0,585;0,054;67,900;1,066;0,003;67,900;0,003;0,656;67,900;0,183;0,150;67,900;-0,164;0,729;;;;;;;;;
;;;67,925;9,993;0,007;;;;;;;;;;67,925;0,298;0,144;67,925;0,591;0,054;67,925;1,066;0,004;67,925;0,003;0,656;67,925;0,180;0,153;67,925;-0,163;0,729;;;;;;;;;
;;;67,950;9,993;0,006;;;;;;;;;;67,950;0,299;0,144;67,950;0,597;0,053;67,950;1,066;0,004;67,950;0,003;0,656;67,950;0,177;0,156;67,950;-0,163;0,730;;;;;;;;;
;;;67,975;9,993;0,006;;;;;;;;;;67,975;0,301;0,145;67,975;0,604;0,051;67,975;1,066;0,003;67,975;0,003;0,656;67,975;0,175;0,158;67,975;-0,163;0,730;;;;;;;;;
;;;68,000;9,993;0,007;;;;;;;;;;68,000;0,303;0,143;68,000;0,610;0,050;68,000;1,066;0,003;68,000;0,004;0,654;68,000;0,172;0,158;68,000;-0,163;0,729;;;;;;;;;
;;;68,025;9,993;0,007;;;;;;;;;;68,025;0,304;0,141;68,025;0,615;0,050;68,025;1,066;0,004;68,025;0,005;0,653;68,025;0,169;0,159;68,025;-0,163;0,729;;;;;;;;;
;;;68,050;9,993;0,006;;;;;;;;;;68,050;0,305;0,141;68,050;0,620;0,049;68,050;1,066;0,004;68,050;0,006;0,654;68,050;0,167;0,163;68,050;-0,163;0,730;;;;;;;;;
;;;68,075;9,993;0,005;;;;;;;;;;68,075;0,307;0,142;68,075;0,626;0,047;68,075;1,066;0,003;68,075;0,006;0,653;68,075;0,163;0,164;68,075;-0,162;0,730;;;;;;;;;
;;;68,100;9,993;0,006;;;;;;;;;;68,100;0,308;0,140;68,100;0,633;0,046;68,100;1,066;0,003;68,100;0,008;0,651;68,100;0,161;0,164;68,100;-0,162;0,728;;;;;;;;;
;;;68,125;9,993;0,007;;;;;;;;;;68,125;0,309;0,139;68,125;0,638;0,046;68,125;1,066;0,004;68,125;0,008;0,649;68,125;0,158;0,166;68,125;-0,161;0,728;;;;;;;;;
;;;68,150;9,993;0,006;;;;;;;;;;68,150;0,310;0,139;68,150;0,642;0,046;68,150;1,066;0,004;68,150;0,010;0,649;68,150;0,155;0,169;68,150;-0,160;0,729;;;;;;;;;
;;;68,175;9,993;0,005;;;;;;;;;;68,175;0,311;0,139;68,175;0,646;0,044;68,175;1,066;0,002;68,175;0,011;0,648;68,175;0,153;0,170;68,175;-0,159;0,729;;;;;;;;;
;;;68,200;9,993;0,007;;;;;;;;;;68,200;0,312;0,138;68,200;0,651;0,043;68,200;1,066;0,003;68,200;0,012;0,644;68,200;0,150;0,171;68,200;-0,157;0,728;;;;;;;;;
;;;68,225;9,993;0,007;;;;;;;;;;68,225;0,313;0,136;68,225;0,655;0,043;68,225;1,066;0,004;68,225;0,014;0,643;68,225;0,148;0,172;68,225;-0,155;0,727;;;;;;;;;
;;;68,250;9,993;0,006;;;;;;;;;;68,250;0,315;0,136;68,250;0,660;0,043;68,250;1,065;0,004;68,250;0,015;0,642;68,250;0,146;0,175;68,250;-0,154;0,728;;;;;;;;;
;;;68,275;9,993;0,006;;;;;;;;;;68,275;0,316;0,137;68,275;0,664;0,041;68,275;1,066;0,003;68,275;0,016;0,640;68,275;0,144;0,177;68,275;-0,152;0,728;;;;;;;;;
;;;68,300;9,993;0,007;;;;;;;;;;68,300;0,317;0,136;68,300;0,668;0,040;68,300;1,066;0,003;68,300;0,017;0,637;68,300;0,142;0,177;68,300;-0,150;0,726;;;;;;;;;
